cell_id,lat_center,lng_center,lat_min,lat_max,lng_min,lng_max,point_density,avg_speed,traffic_load
10_176,51.076749931500004,71.4202148045,51.07670513,51.076794733,71.420143228,71.420286381,129,11.185675624919885,0.8264163308303905
10_177,51.076749931500004,71.42035795749999,51.07670513,51.076794733,71.420286381,71.420429534,191,10.457857745030399,0.7972135882619362
10_179,51.076749931500004,71.42064426350001,51.07670513,51.076794733,71.420572687,71.42071584,68,5.422989706947838,1.0
11_147,51.076839534499996,71.41606336749999,51.076794733,51.076884336,71.415991791,71.41613494399999,48,8.89063573997344,0.7670715213085169
11_173,51.076839534499996,71.4197853455,51.076794733,51.076884336,71.419713769,71.419856922,67,10.681853675164179,0.8550721862347026
11_175,51.076839534499996,71.4200716515,51.076794733,51.076884336,71.420000075,71.420143228,67,14.812608103432726,0.5124313938874119
11_176,51.076839534499996,71.4202148045,51.076794733,51.076884336,71.420143228,71.420286381,109,11.738963666478954,0.7847024926222861
11_177,51.076839534499996,71.42035795749999,51.076794733,51.076884336,71.420286381,71.420429534,229,9.775969542902608,0.8481498153382967
11_179,51.076839534499996,71.42064426350001,51.076794733,51.076884336,71.420572687,71.42071584,61,7.7344718714821745,0.8076192721088999
12_148,51.0769291375,71.4162065205,51.076884336,51.076973939,71.41613494399999,71.416278097,72,6.225404034191464,1.0
12_173,51.0769291375,71.4197853455,51.076884336,51.076973939,71.419713769,71.419856922,44,10.651211905273959,0.5791447040547076
12_175,51.0769291375,71.4200716515,51.076884336,51.076973939,71.420000075,71.420143228,34,14.551077173246497,0.3161038889401248
12_176,51.0769291375,71.4202148045,51.076884336,51.076973939,71.420143228,71.420286381,99,14.087125584491965,0.5948912394085148
12_177,51.0769291375,71.42035795749999,51.076884336,51.076973939,71.420286381,71.420429534,300,8.45999647739786,0.9493247200137451
12_178,51.0769291375,71.4205011105,51.076884336,51.076973939,71.420429534,71.420572687,40,8.123496224683354,0.6647172289921528
12_179,51.0769291375,71.42064426350001,51.076884336,51.076973939,71.420572687,71.42071584,68,7.799950515379625,0.7357899160587811
13_149,51.077018740499994,71.41634967350001,51.076973939,51.077063542,71.416278097,71.41642125,58,8.825154884909908,0.9930049731377297
13_174,51.077018740499994,71.4199284985,51.076973939,51.077063542,71.419856922,71.420000075,67,11.322939395121638,0.7862441636238233
13_176,51.077018740499994,71.4202148045,51.076973939,51.077063542,71.420143228,71.420286381,112,14.250437698495388,0.5059240166471783
13_177,51.077018740499994,71.42035795749999,51.076973939,51.077063542,71.420286381,71.420429534,247,7.543964000464166,0.9958992466450902
13_178,51.077018740499994,71.4205011105,51.076973939,51.077063542,71.420429534,71.420572687,132,7.076080131438752,0.9157126452088333
14_150,51.0771083435,71.41649282649999,51.077063542,51.077153145000004,71.41642125,71.416564403,31,11.622524502810814,0.5774566786448576
14_174,51.0771083435,71.4199284985,51.077063542,51.077153145000004,71.419856922,71.420000075,71,13.489570186681615,0.6762067809888805
14_176,51.0771083435,71.4202148045,51.077063542,51.077153145000004,71.420143228,71.420286381,84,14.137398636711163,0.5799157195468686
14_177,51.0771083435,71.42035795749999,51.077063542,51.077153145000004,71.420286381,71.420429534,205,7.227873139057081,1.0
14_178,51.0771083435,71.4205011105,51.077063542,51.077153145000004,71.420429534,71.420572687,263,5.5707211056618995,1.0
15_151,51.07719794650001,71.4166359795,51.077153145000004,51.077242748,71.416564403,71.416707556,38,10.049507260006886,0.6879674262000539
15_174,51.07719794650001,71.4199284985,51.077153145000004,51.077242748,71.419856922,71.420000075,65,11.942758135384192,0.7585037573654558
15_176,51.07719794650001,71.4202148045,51.077153145000004,51.077242748,71.420143228,71.420286381,80,13.150716007220746,0.6413910207230877
15_177,51.07719794650001,71.42035795749999,51.077153145000004,51.077242748,71.420286381,71.420429534,187,8.314964197197199,0.9923221669640818
15_178,51.07719794650001,71.4205011105,51.077153145000004,51.077242748,71.420429534,71.420572687,465,4.82446638240322,1.0
16_84,51.0772875495,71.4070447285,51.077242748,51.077332351,71.40697315199999,71.407116305,57,4.045792374335972,1.0
16_152,51.0772875495,71.41677913250001,51.077242748,51.077332351,71.416707556,71.416850709,38,9.445541277197783,0.6710719002912343
16_174,51.0772875495,71.4199284985,51.077242748,51.077332351,71.419856922,71.420000075,48,11.966365452874504,0.5385907175256026
16_176,51.0772875495,71.4202148045,51.077242748,51.077332351,71.420143228,71.420286381,46,12.057014509998819,0.5496399557172276
16_177,51.0772875495,71.42035795749999,51.077242748,51.077332351,71.420286381,71.420429534,150,7.481743722399005,1.0
16_178,51.0772875495,71.4205011105,51.077242748,51.077332351,71.420429534,71.420572687,494,5.43174210186634,1.0
17_83,51.077377152500006,71.4069015755,51.077332351,51.077421954,71.406829999,71.40697315199999,36,6.813566696892538,0.8036356405927414
17_153,51.077377152500006,71.4169222855,51.077332351,51.077421954,71.416850709,71.416993862,33,11.4500200617507,0.5544818016120603
17_175,51.077377152500006,71.4200716515,51.077332351,51.077421954,71.420000075,71.420143228,40,11.76116776142311,0.5629547248897455
17_176,51.077377152500006,71.4202148045,51.077332351,51.077421954,71.420143228,71.420286381,31,11.358317551572862,0.6078916814998332
17_177,51.077377152500006,71.42035795749999,51.077332351,51.077421954,71.420286381,71.420429534,128,12.149872216193453,0.7441513520704224
17_178,51.077377152500006,71.4205011105,51.077332351,51.077421954,71.420429534,71.420572687,371,5.828162488804335,1.0
17_179,51.077377152500006,71.42064426350001,51.077332351,51.077421954,71.420572687,71.42071584,124,5.1396902769780946,1.0
18_82,51.0774667555,71.40675842249999,51.077421954,51.077511557,71.406686846,71.406829999,30,7.802239836037127,0.8121872557561163
18_175,51.0774667555,71.4200716515,51.077421954,51.077511557,71.420000075,71.420143228,74,11.023804041158316,0.7851590572363871
18_177,51.0774667555,71.42035795749999,51.077421954,51.077511557,71.420286381,71.420429534,109,12.794167148722725,0.6922570925706071
18_178,51.0774667555,71.4205011105,51.077421954,51.077511557,71.420429534,71.420572687,168,8.967418236606354,0.8969379935278865
18_179,51.0774667555,71.42064426350001,51.077421954,51.077511557,71.420572687,71.42071584,172,8.32619847217297,0.8287224230440753
18_216,51.0774667555,71.4259409245,51.077421954,51.077511557,71.425869348,71.426012501,41,7.751008552822951,0.5659314540367616
18_217,51.0774667555,71.42608407750001,51.077421954,51.077511557,71.426012501,71.426155654,41,7.9991487036858535,0.525772019353486
18_219,51.0774667555,71.4263703835,51.077421954,51.077511557,71.426298807,71.42644196,39,7.109188981949524,0.6597601694524455
19_155,51.077556358500004,71.4172085915,51.077511557,51.07760116,71.417137015,71.417280168,79,3.1287525857749254,1.0
19_175,51.077556358500004,71.4200716515,51.077511557,51.07760116,71.420000075,71.420143228,68,13.099878107013705,0.7033770769293448
19_177,51.077556358500004,71.42035795749999,51.077511557,51.07760116,71.420286381,71.420429534,100,10.236420591335177,0.8831591975383837
19_178,51.077556358500004,71.4205011105,51.077511557,51.07760116,71.420429534,71.420572687,159,9.836810310984436,0.8370494228790106
19_179,51.077556358500004,71.42064426350001,51.077511557,51.07760116,71.420572687,71.42071584,199,9.5854961951995,0.786081936293219
19_211,51.077556358500004,71.4252251595,51.077511557,51.07760116,71.425153583,71.425296736,34,9.35205623366807,0.6320266111097005
19_212,51.077556358500004,71.42536831250001,51.077511557,51.07760116,71.425296736,71.425439889,38,6.639643360831678,0.7421785733372708
19_213,51.077556358500004,71.4255114655,51.077511557,51.07760116,71.425439889,71.425583042,37,8.241837999002612,0.5729767962373842
19_214,51.077556358500004,71.4256546185,51.077511557,51.07760116,71.425583042,71.425726195,40,8.714539810032681,0.5912644712633404
19_215,51.077556358500004,71.4257977715,51.077511557,51.07760116,71.425726195,71.425869348,34,6.078675355872117,0.7722599956732472
20_155,51.0776459615,71.4172085915,51.07760116,51.077690763,71.417137015,71.417280168,30,10.554944033425967,0.6844222335841423
20_156,51.0776459615,71.4173517445,51.07760116,51.077690763,71.417280168,71.417423321,31,8.882769205603491,0.7356559900396783
20_175,51.0776459615,71.4200716515,51.07760116,51.077690763,71.420000075,71.420143228,62,12.09175309177768,0.7162279127004161
20_177,51.0776459615,71.42035795749999,51.07760116,51.077690763,71.420286381,71.420429534,81,9.47958112575875,0.9449845585759571
20_178,51.0776459615,71.4205011105,51.07760116,51.077690763,71.420429534,71.420572687,145,8.772611004370832,0.9505444544693074
20_179,51.0776459615,71.42064426350001,51.07760116,51.077690763,71.420572687,71.42071584,222,10.537087598144428,0.6419482865329214
20_208,51.0776459615,71.4247957005,51.07760116,51.077690763,71.424724124,71.424867277,67,5.247868670798887,1.0
20_209,51.0776459615,71.42493885350001,51.07760116,51.077690763,71.424867277,71.42501043,42,6.161269890775013,0.7201194363147183
20_210,51.0776459615,71.42508200649999,51.07760116,51.077690763,71.42501043,71.425153583,32,9.417867714657783,0.4546386810931051
21_175,51.0777355645,71.4200716515,51.077690763,51.077780366,71.420000075,71.420143228,37,10.965687991485593,0.6222193244710637
21_176,51.0777355645,71.4202148045,51.077690763,51.077780366,71.420143228,71.420286381,35,12.335889366982597,0.4709007471305199
21_177,51.0777355645,71.42035795749999,51.077690763,51.077780366,71.420286381,71.420429534,78,6.615706974977436,1.0
21_178,51.0777355645,71.4205011105,51.077690763,51.077780366,71.420429534,71.420572687,239,6.421856054693494,1.0
21_179,51.0777355645,71.42064426350001,51.077690763,51.077780366,71.420572687,71.42071584,233,10.896437860529167,0.7027320243650912
21_180,51.0777355645,71.42078741649999,51.077690763,51.077780366,71.42071584,71.420858993,51,8.308422790395166,0.9694277211514593
21_204,51.0777355645,71.4242230885,51.077690763,51.077780366,71.424151512,71.424294665,46,7.630607709698621,0.7153043623186677
22_79,51.077825167499995,71.40632896349999,51.077780366,51.077869969,71.406257387,71.40640053999999,37,9.843632046265473,0.6646916299175818
22_157,51.077825167499995,71.4174948975,51.077780366,51.077869969,71.417423321,71.417566474,45,7.30647187579856,0.8587488945016784
22_176,51.077825167499995,71.4202148045,51.077780366,51.077869969,71.420143228,71.420286381,54,10.87007558651972,0.8096134592790782
22_178,51.077825167499995,71.4205011105,51.077780366,51.077869969,71.420429534,71.420572687,171,7.179196357624971,1.0
22_179,51.077825167499995,71.42064426350001,51.077780366,51.077869969,71.420572687,71.42071584,197,10.803748224302165,0.7407348578500192
22_180,51.077825167499995,71.42078741649999,51.077780366,51.077869969,71.42071584,71.420858993,198,5.9690698073521675,1.0
22_201,51.077825167499995,71.42379362950001,51.077780366,51.077869969,71.423722053,71.423865206,32,11.025998811867238,0.47911757535412514
23_78,51.0779147705,71.4061858105,51.077869969,51.077959572,71.406114234,71.406257387,59,6.069948818613473,1.0
23_158,51.0779147705,71.41763805049999,51.077869969,51.077959572,71.417566474,71.417709627,32,10.342823755607606,0.6545792845433378
23_176,51.0779147705,71.4202148045,51.077869969,51.077959572,71.420143228,71.420286381,83,11.825805217478191,0.6569346525489164
23_178,51.0779147705,71.4205011105,51.077869969,51.077959572,71.420429534,71.420572687,177,9.063448591192255,0.9622314395209826
23_179,51.0779147705,71.42064426350001,51.077869969,51.077959572,71.420572687,71.42071584,172,10.709035348056222,0.761713386703442
23_180,51.0779147705,71.42078741649999,51.077869969,51.077959572,71.42071584,71.420858993,244,8.643598089737761,0.8876849226884553
23_195,51.0779147705,71.4229347115,51.077869969,51.077959572,71.422863135,71.423006288,30,8.367659509287995,0.6247163747744372
23_196,51.0779147705,71.4230778645,51.077869969,51.077959572,71.423006288,71.423149441,31,7.272762524044897,0.775672551463349
23_197,51.0779147705,71.4232210175,51.077869969,51.077959572,71.423149441,71.423292594,93,3.6049874156656574,1.0
24_159,51.0780043735,71.4177812035,51.077959572,51.078049175000004,71.417709627,71.41785278,96,5.331524424562281,1.0
24_176,51.0780043735,71.4202148045,51.077959572,51.078049175000004,71.420143228,71.420286381,67,11.26267982379287,0.7307600295853638
24_178,51.0780043735,71.4205011105,51.077959572,51.078049175000004,71.420429534,71.420572687,111,9.27671642998543,0.9400796209455464
24_179,51.0780043735,71.42064426350001,51.077959572,51.078049175000004,71.420572687,71.42071584,135,10.428028603752248,0.8283535160102056
24_180,51.0780043735,71.42078741649999,51.077959572,51.078049175000004,71.42071584,71.420858993,216,10.013947228923572,0.7750516206374194
24_190,51.0780043735,71.42221894650001,51.077959572,51.078049175000004,71.42214737,71.422290523,30,8.467725471865329,0.6040435573774633
24_193,51.0780043735,71.4226484055,51.077959572,51.078049175000004,71.422576829,71.422719982,34,9.40686812319409,0.6055411226409733
25_77,51.0780939765,71.4060426575,51.078049175000004,51.078138778,71.405971081,71.406114234,46,3.5805982256648856,1.0
25_159,51.0780939765,71.4177812035,51.078049175000004,51.078138778,71.417709627,71.41785278,43,2.8820026398076766,1.0
25_160,51.0780939765,71.41792435650001,51.078049175000004,51.078138778,71.41785278,71.417995933,31,11.498007496191455,0.6204722492449521
25_176,51.0780939765,71.4202148045,51.078049175000004,51.078138778,71.420143228,71.420286381,44,11.848417177444805,0.5013780862469873
25_177,51.0780939765,71.42035795749999,51.078049175000004,51.078138778,71.420286381,71.420429534,50,5.789536544918446,0.8552245094972715
25_178,51.0780939765,71.4205011105,51.078049175000004,51.078138778,71.420429534,71.420572687,53,11.167308786777003,0.8308710457119719
25_179,51.0780939765,71.42064426350001,51.078049175000004,51.078138778,71.420572687,71.42071584,131,10.195389176639448,0.8573779008052693
25_180,51.0780939765,71.42078741649999,51.078049175000004,51.078138778,71.42071584,71.420858993,257,10.598343880344578,0.7007202092305904
25_186,51.0780939765,71.4216463345,51.078049175000004,51.078138778,71.421574758,71.421717911,33,8.677969633041151,0.41854867434155507
25_187,51.0780939765,71.4217894875,51.078049175000004,51.078138778,71.421717911,71.421861064,30,8.863490474753062,0.5362055110477022
25_188,51.0780939765,71.42193264049999,51.078049175000004,51.078138778,71.421861064,71.422004217,30,9.06501585345459,0.4926434712519816
25_189,51.0780939765,71.4220757935,51.078049175000004,51.078138778,71.422004217,71.42214737,31,6.3061896794802,0.767948579050613
25_190,51.0780939765,71.42221894650001,51.078049175000004,51.078138778,71.42214737,71.422290523,30,3.53177562276543,1.0
26_76,51.078183579500006,71.4058995045,51.078138778,51.078228381,71.405827928,71.405971081,30,9.954295353594462,0.6505606141639164
26_177,51.078183579500006,71.42035795749999,51.078138778,51.078228381,71.420286381,71.420429534,74,10.54302820741808,0.8116965348162326
26_179,51.078183579500006,71.42064426350001,51.078138778,51.078228381,71.420572687,71.42071584,104,11.737479259879084,0.8010505656482478
26_180,51.078183579500006,71.42078741649999,51.078138778,51.078228381,71.42071584,71.420858993,259,10.167660119415949,0.7442614161103092
26_181,51.078183579500006,71.4209305695,51.078138778,51.078228381,71.420858993,71.421002146,80,11.770345164092063,0.6278015050666033
26_232,51.078183579500006,71.4282313725,51.078138778,51.078228381,71.428159796,71.428302949,59,4.315082888772933,1.0
26_233,51.078183579500006,71.4283745255,51.078138778,51.078228381,71.428302949,71.428446102,47,6.4170270761869315,0.6702961104211553
26_234,51.078183579500006,71.4285176785,51.078138778,51.078228381,71.428446102,71.428589255,30,8.536891766985576,0.6975704757546627
27_161,51.0782731825,71.41806750949999,51.078228381,51.078317984,71.417995933,71.418139086,48,8.504088105732462,0.7418148316355477
27_177,51.0782731825,71.42035795749999,51.078228381,51.078317984,71.420286381,71.420429534,72,10.888865067096766,0.7007100641341317
27_179,51.0782731825,71.42064426350001,51.078228381,51.078317984,71.420572687,71.42071584,119,12.82941807866457,0.6416299543131709
27_180,51.0782731825,71.42078741649999,51.078228381,51.078317984,71.42071584,71.420858993,198,10.057308781425226,0.8165623006088518
27_181,51.0782731825,71.4209305695,51.078228381,51.078317984,71.420858993,71.421002146,141,11.420077736400577,0.6366270877946824
27_229,51.0782731825,71.42780191349999,51.078228381,51.078317984,71.427730337,71.42787349,32,6.974144925990465,0.7636740728103661
27_230,51.0782731825,71.4279450665,51.078228381,51.078317984,71.42787349,71.428016643,48,10.548535121266047,0.5211184090862704
27_235,51.0782731825,71.4286608315,51.078228381,51.078317984,71.428589255,71.428732408,28,16.423934992218015,0.3280797383911108
27_236,51.0782731825,71.42880398450001,51.078228381,51.078317984,71.428732408,71.428875561,36,15.947645462612577,0.2708057485900929
27_237,51.0782731825,71.42894713749999,51.078228381,51.078317984,71.428875561,71.429018714,24,16.52747662442525,0.3126595077182276
28_162,51.078362785500005,71.4182106625,51.078317984,51.078407587,71.418139086,71.41828223899999,31,10.069727625715194,0.5682385159733603
28_177,51.078362785500005,71.42035795749999,51.078317984,51.078407587,71.420286381,71.420429534,75,10.294376202245077,0.7225752096630522
28_179,51.078362785500005,71.42064426350001,51.078317984,51.078407587,71.420572687,71.42071584,89,13.72110076011915,0.6014478699947747
28_180,51.078362785500005,71.42078741649999,51.078317984,51.078407587,71.42071584,71.420858993,187,9.928618668473447,0.855537160692218
28_181,51.078362785500005,71.4209305695,51.078317984,51.078407587,71.420858993,71.421002146,189,10.302789035783103,0.7591904115139165
28_226,51.078362785500005,71.4273724545,51.078317984,51.078407587,71.427300878,71.42744403100001,33,12.067380624338785,0.4211431871348337
28_231,51.078362785500005,71.42808821950001,51.078317984,51.078407587,71.428016643,71.428159796,32,15.869310468654632,0.32185946333630605
28_232,51.078362785500005,71.4282313725,51.078317984,51.078407587,71.428159796,71.428302949,49,16.533867887990525,0.3459109724317674
28_233,51.078362785500005,71.4283745255,51.078317984,51.078407587,71.428302949,71.428446102,77,16.125409878579674,0.48937692569096186
28_234,51.078362785500005,71.4285176785,51.078317984,51.078407587,71.428446102,71.428589255,72,16.10752315483941,0.46653653747680474
28_235,51.078362785500005,71.4286608315,51.078317984,51.078407587,71.428589255,71.428732408,60,16.582022474619546,0.49400147257346855
28_236,51.078362785500005,71.42880398450001,51.078317984,51.078407587,71.428732408,71.428875561,58,16.166119007168472,0.45854706658502714
28_237,51.078362785500005,71.42894713749999,51.078317984,51.078407587,71.428875561,71.429018714,33,16.372202441064083,0.30449695830689727
29_162,51.0784523885,71.4182106625,51.078407587,51.07849719,71.418139086,71.41828223899999,48,9.75155195478573,0.6679287690823232
29_178,51.0784523885,71.4205011105,51.078407587,51.07849719,71.420429534,71.420572687,62,11.591444490250618,0.5911827054804006
29_179,51.0784523885,71.42064426350001,51.078407587,51.07849719,71.420572687,71.42071584,55,13.761320879362627,0.6172534692562923
29_180,51.0784523885,71.42078741649999,51.078407587,51.07849719,71.42071584,71.420858993,125,11.577748306987456,0.7360356246747686
29_181,51.0784523885,71.4209305695,51.078407587,51.07849719,71.420858993,71.421002146,288,9.426815468917592,0.8314257907150504
29_219,51.0784523885,71.4263703835,51.078407587,51.07849719,71.426298807,71.42644196,32,5.800290885677287,0.8649933599948043
29_220,51.0784523885,71.42651353650001,51.078407587,51.07849719,71.42644196,71.426585113,66,5.5105134853931865,1.0
29_221,51.0784523885,71.42665668949999,51.078407587,51.07849719,71.426585113,71.426728266,34,9.316507352310007,0.635633616427742
29_227,51.0784523885,71.4275156075,51.078407587,51.07849719,71.42744403100001,71.427587184,37,15.885105838557063,0.2771242650577622
29_228,51.0784523885,71.42765876050001,51.078407587,51.07849719,71.427587184,71.427730337,63,16.15095608841185,0.43431994099837595
29_229,51.0784523885,71.42780191349999,51.078407587,51.07849719,71.427730337,71.42787349,74,16.296809686370022,0.5091711181148578
29_230,51.0784523885,71.4279450665,51.078407587,51.07849719,71.42787349,71.428016643,69,16.169136021662172,0.4625686892920386
29_231,51.0784523885,71.42808821950001,51.078407587,51.07849719,71.428016643,71.428159796,58,16.44431438988521,0.5064537557125703
29_232,51.0784523885,71.4282313725,51.078407587,51.07849719,71.428159796,71.428302949,40,16.357660199165345,0.20850677741860998
29_235,51.0784523885,71.4286608315,51.078407587,51.07849719,71.428589255,71.428732408,40,16.35894106874084,0.3151973522247369
29_236,51.0784523885,71.42880398450001,51.078407587,51.07849719,71.428732408,71.428875561,69,15.967310010583846,0.49151355804100233
29_237,51.0784523885,71.42894713749999,51.078407587,51.07849719,71.428875561,71.429018714,73,15.220871501565178,0.5790390356099206
29_238,51.0784523885,71.4290902905,51.078407587,51.07849719,71.429018714,71.429161867,93,14.735981220184652,0.5091700558376757
29_239,51.0784523885,71.42923344350001,51.078407587,51.07849719,71.429161867,71.42930502,54,13.479988913975866,0.7073397081574635
30_163,51.0785419915,71.4183538155,51.07849719,51.078586793,71.41828223899999,71.418425392,35,7.431568196804676,0.7958796870474859
30_178,51.0785419915,71.4205011105,51.07849719,51.078586793,71.420429534,71.420572687,70,9.874545105897086,0.7903806649400671
30_179,51.0785419915,71.42064426350001,51.07849719,51.078586793,71.420572687,71.42071584,40,13.054881526932714,0.4598868322093874
30_180,51.0785419915,71.42078741649999,51.07849719,51.078586793,71.42071584,71.420858993,96,13.310604984078408,0.5792233726449298
30_181,51.0785419915,71.4209305695,51.07849719,51.078586793,71.420858993,71.421002146,300,8.224293977153785,0.8656946376343753
30_182,51.0785419915,71.42107372250001,51.07849719,51.078586793,71.421002146,71.421145299,104,9.66575221474894,0.8136539150036843
